3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,65.00,2026-02-23 00:00:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,63.00,2026-02-23 00:15:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,62.00,2026-02-23 00:30:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,61.00,2026-02-23 00:45:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,60.00,2026-02-23 01:00:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,59.00,2026-02-23 01:15:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,59.00,2026-02-23 01:30:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,58.00,2026-02-23 01:45:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,58.00,2026-02-23 02:00:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,58.00,2026-02-23 02:15:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,58.00,2026-02-23 02:30:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,58.00,2026-02-23 02:45:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
3 007 631,5d29527e-fe3f-4a83-a483-5f9123a1bb50,58.00,2026-02-23 03:00:00.000 +0100,W,k,Kwartierwaarden voor belastingtransformator
